timestamp,event_type,bottle,dispenser,time,temperature_C,fill_level_grams,recipe,vibration_index,final_weight,is_cracked,drop_oscillation,id,creation_date,color_levels_grams
2026-06-05T09:31:16.033536,dispenser_red,80582709,red,1780644675,,165.30253303478267,3,80.63684358760781,,,,,,
2026-06-05T09:31:16.056812,temperature,,red,1780644675,33.639705354364864,,,,,,,,,
2026-06-05T09:31:16.059897,dispenser_blue,80582707,blue,1780644675,,838.0236813728216,3,-26.506386395156916,,,,,,
2026-06-05T09:31:16.063689,temperature,,blue,1780644675,34.270301809190464,,,,,,,,,
2026-06-05T09:31:16.066548,dispenser_green,80582705,green,1780644675,,310.22413228195194,3,159.0033359140122,,,,,,
2026-06-05T09:31:16.070308,temperature,,green,1780644675,34.380525536390095,,,,,,,,,
2026-06-05T09:31:18.084205,final_weight,80582705,,1780644677,,,,,27.878022471923316,,,,,
2026-06-05T09:31:18.110527,drop_oscillation,80582705,,,,,,,,,"[""-0.0000000000"", ""-0.0089859554"", ""0.0998741620"", ""-0.2222350220"", ""0.0781856911"", ""0.0602783022"", ""-0.2740495249"", ""0.0149716200"", ""0.0383725133"", ""-0.0377696693"", ""0.0008696900"", ""-0.0311655225"", ""0.0227838816"", ""0.1076384001"", ""-0.0870025617"", ""-0.0181397013"", ""0.1517954371"", ""0.1100195646"", ""0.0212697062"", ""-0.0307220584"", ""0.0004795006"", ""-0.0438273221"", ""-0.1111839784"", ""0.0185031386"", ""-0.1539738986"", ""0.0621153008"", ""-0.3900708570"", ""-0.0136705036"", ""0.1747915014"", ""-0.2724911768"", ""-0.0050086808"", ""-0.2262341479"", ""-0.1430329599"", ""-0.3335314955"", ""0.2490974124"", ""0.5650372617"", ""0.3556075957"", ""0.5509224086"", ""0.1320744693"", ""-0.1237122999"", ""-0.0010909068"", ""-0.0255887641"", ""-0.0108472225"", ""0.0079955014"", ""0.0328389156"", ""0.0173573240"", ""-0.0411789364"", ""-0.0092659119"", ""0.0033973382"", ""-0.0100000961"", ""-0.0692573427"", ""0.0408168084"", ""-0.1538279848"", ""0.0336161846"", ""0.2927714279"", ""-0.4189426053"", ""-0.1986857131"", ""-0.0022817567"", ""0.0793529828"", ""0.0085707782"", ""0.0536956550"", ""-0.0832397480"", ""-0.0801517142"", ""-0.2106373055"", ""-0.0007213558"", ""-0.3256919018"", ""-0.0780150226"", ""-0.3284215680"", ""-0.0583156082"", ""-0.1351544272"", ""-0.1092499332"", ""0.0687678812"", ""0.0680147316"", ""-0.1660993924"", ""-0.1597094440"", ""-0.0786051000"", ""0.0619716494"", ""-0.0078348028"", ""0.0554903568"", ""0.0402607646"", ""-0.0009591382"", ""0.0061876823"", ""-0.0180202240"", ""0.0362156532"", ""0.0312570932"", ""-0.0210745597"", ""0.0243937659"", ""-0.0088244991"", ""-0.0007869269"", ""0.0336995647"", ""-0.0537338997"", ""0.0994162857"", ""-0.0115148860"", ""-0.4796429815"", ""-0.0533593385"", ""0.6148723694"", ""-0.0111451030"", ""0.0758900961"", ""-0.1694506781"", ""0.0083900501"", ""-0.0180219613"", ""0.0066980618"", ""0.0090756355"", ""-0.1177646651"", ""-0.0033850697"", ""-0.0575720930"", ""0.0099752593"", ""-0.0037736269"", ""0.0233369234"", ""-0.0036974294"", ""0.1536668107"", ""0.2510727985"", ""-0.0886479342"", ""0.0653643463"", ""-0.0777493586"", ""0.0615325701"", ""-0.0466616895"", ""0.1985299212"", ""-0.2031818455"", ""0.2594478031"", ""-0.1163854237"", ""0.1000872224"", ""0.1515615100"", ""0.0208466256"", ""-0.0071669121"", ""0.0005664746"", ""-0.0158281623"", ""0.0905545024"", ""-0.0455703003"", ""-0.0344667637"", ""-0.0779954903"", ""-0.1705847030"", ""0.0945443779"", ""0.1056240792"", ""-0.3267015935"", ""-0.0001799574"", ""-0.2120992072"", ""0.1135976209"", ""0.5338122733"", ""-0.1059145960"", ""-0.0494062786"", ""0.0737504990"", ""0.0020645526"", ""0.0102647624"", ""-0.0143661451"", ""-0.0213989369"", ""-0.0096656526"", ""0.0000172086"", ""0.0667006964"", ""0.0406712824"", ""-0.0391348835"", ""0.1862288756"", ""-0.1153771194"", ""-0.3214234241"", ""-0.2318877705"", ""-0.0398814066"", ""-0.2370585163"", ""0.2628295107"", ""-0.0404496370"", ""0.0224916005"", ""0.0572196422"", ""-0.0034346091"", ""-0.0460991761"", ""0.0447527727"", ""-0.0534316638"", ""0.1452621992"", ""0.1188918330"", ""-0.0764614083"", ""0.0425483969"", ""-0.0657093088"", ""-0.0540868915"", ""-0.0042775372"", ""-0.0234650346"", ""0.0273271809"", ""-0.0332666219"", ""-0.0048649876"", ""0.0114536988"", ""0.0138185840"", ""-0.0659180616"", ""0.0251541339"", ""0.0294919457"", ""0.1151502611"", ""0.0152466025"", ""0.1228172727"", ""-0.1019403276"", ""0.0696022209"", ""-0.1627741201"", ""0.0010695904"", ""-0.0969305202"", ""0.0100063204"", ""0.0379654095"", ""0.1863900379"", ""0.0350631682"", ""0.5101432626"", ""-0.1106046575"", ""-0.3263627985"", ""0.0090164850"", ""0.0479811582"", ""-0.0226470563"", ""0.0388826913"", ""0.0585624449"", ""-0.0053691038"", ""-0.0534620857"", ""0.0135172811"", ""-0.0240098303"", ""0.0001311199"", ""-0.0291104502"", ""0.1169066738"", ""0.0534894261"", ""0.2235572003"", ""0.1020564222"", ""-0.2276635649"", ""0.1586046710"", ""-0.1624188536"", ""0.3002744387"", ""-0.1011317317"", ""-0.0700906486"", ""0.0419930528"", ""0.4857859344"", ""-0.2336948791"", ""-0.3980759116"", ""-0.0318312341"", ""-0.2737298899"", ""0.0841052469"", ""-0.0976511550"", ""-0.1838616527"", ""0.0685549157"", ""0.0584278226"", ""-0.0322218124"", ""0.0097510651"", ""-0.0002757846"", ""0.0117931451"", ""-0.0371041470"", ""-0.0131713413"", ""0.1772067856"", ""-0.0230947987"", ""0.1178238381"", ""-0.1225943280"", ""-0.0744248895"", ""0.0392441302"", ""0.0122632798"", ""-0.0493331633"", ""0.1446744533"", ""-0.1709647290"", ""0.0403745203"", ""-0.1996991592"", ""-0.1507848731"", ""0.0179514513"", ""0.0256003801"", ""0.0571175811"", ""-0.0816555864"", ""-0.1128611074"", ""-0.0308805767"", ""-0.1916776637"", ""-0.2236604567"", ""-0.0821693831"", ""0.1504062264"", ""0.1348022735"", ""-0.2525486416"", ""0.0696397632"", ""0.0545183027"", ""0.0002812366"", ""0.0308354830"", ""-0.0068027045"", ""0.0251655289"", ""-0.0118186605"", ""0.0239472730"", ""-0.0908604489"", ""0.0560177676"", ""0.0257634714"", ""-0.0038941298"", ""-0.0063798420"", ""-0.0021965949"", ""-0.0100789779"", ""-0.0373201373"", ""0.0079010918"", ""0.0763007497"", ""0.0411559725"", ""-0.0132131550"", ""-0.0436844008"", ""-0.0874956168"", ""-0.4611728568"", ""-0.1628787408"", ""0.3859503840"", ""-0.0696316438"", ""0.2268343528"", ""0.0184855132"", ""0.2468484480"", ""0.3821781490"", ""0.0559687505"", ""-0.0655565949"", ""0.0166656859"", ""-0.1131029202"", ""-0.1291753399"", ""0.0469896911"", ""0.0243507608"", ""0.0448838172"", ""-0.0183873904"", ""-0.0180640150"", ""-0.0583175450"", ""0.2615574821"", ""-0.1817911824"", ""-0.0733877478"", ""0.0779252463"", ""0.1349180006"", ""-0.1596679600"", ""-0.0092424446"", ""0.0010617523"", ""0.0912376914"", ""-0.1949819618"", ""-0.1862481513"", ""0.0185101067"", ""-0.1879643934"", ""0.2029082917"", ""0.0644965107"", ""-0.4235293589"", ""-0.3725141152"", ""-0.0957133863"", ""-0.2112308581"", ""-0.2545055586"", ""-0.0344025011"", ""0.5753170775"", ""0.0244103729"", ""0.1221264721"", ""-0.3890349946"", ""-0.0309621244"", ""0.4162985430"", ""-0.1448230007"", ""-0.0301834372"", ""0.0315574868"", ""0.0559209125"", ""-0.0146184845"", ""0.0036290951"", ""0.0192031693"", ""0.0704838509"", ""0.0302427128"", ""-0.0143093702"", ""-0.0047300465"", ""0.0090237244"", ""0.0007522122"", ""-0.0300809848"", ""0.0710513329"", ""0.2625600161"", ""0.1435432631"", ""-0.1644383971"", ""-0.2033201431"", ""-0.0369414297"", ""-0.1158731200"", ""-0.1196266730"", ""-0.0010512149"", ""0.0336555481"", ""-0.0192063414"", ""-0.2637234718"", ""0.0662475029"", ""-0.1045247093"", ""0.1371914182"", ""0.0315145012"", ""0.0069398251"", ""0.0292620707"", ""0.0005569026"", ""-0.0229221570"", ""0.0705041282"", ""0.0228895727"", ""-0.0316785100"", ""0.0582217334"", ""-0.0791531551"", ""0.1614919539"", ""-0.0096554841"", ""-0.0310088467"", ""-0.0006272470"", ""0.2654225641"", ""-0.0893780115"", ""-0.0540668024"", ""-0.0556609388"", ""-0.0089139905"", ""0.0042339934"", ""-0.0401529671"", ""0.0050610445"", ""0.0452916826"", ""-0.0748341648"", ""0.1142306508"", ""0.0649336594"", ""0.4078757931"", ""-0.0176151276"", ""-0.3595315236"", ""0.1582516575"", ""0.0594393661"", ""0.1379828710"", ""0.2334583442"", ""0.2036402037"", ""-0.0399111770"", ""0.0169123672"", ""-0.0058195338"", ""-0.0391775855"", ""-0.0177434798"", ""-0.0214311613"", ""0.0363558157"", ""-0.0243089919"", ""-0.2245267726"", ""0.0736786138"", ""-0.1311426668"", ""0.1157104293"", ""-0.2074085089"", ""-0.4997091130"", ""0.1200026832"", ""-0.0976790860"", ""0.2119477242"", ""0.0214515221"", ""-0.0132468634"", ""-0.0423828438"", ""-0.0073358773"", ""0.0037561183"", ""0.0824825490"", ""-0.0411781860"", ""-0.1321813509"", ""0.2139508496"", ""0.0536472952"", ""-0.0104074567"", ""0.1418062939"", ""-0.0288612997"", ""-0.1401619145"", ""0.2760550976"", ""0.2470458603"", ""0.1097081659"", ""-0.0271490757"", ""-0.1662543901"", ""-0.0903813988"", ""-0.0072786580"", ""-0.0530252342"", ""0.0068270612"", ""0.0058512601"", ""0.0650522910"", ""0.0388691767"", ""-0.0261288021"", ""0.2226563711"", ""-0.0883299074"", ""-0.0301556732"", ""-0.0017939422"", ""-0.0021186084"", ""0.0306001609"", ""-0.2387965846"", ""-0.2988385305"", ""-0.1968278839"", ""-0.1478905338"", ""0.3580247538"", ""0.3148967972"", ""0.2736090590"", ""-0.0051583722"", ""-0.0045406549"", ""-0.0172995407"", ""-0.0168963817"", ""-0.0345597261"", ""0.0330592735"", ""-0.0336093228"", ""0.0186066614"", ""-0.0065615157"", ""0.0424469587"", ""-0.0649887181"", ""-0.0232332563"", ""0.2422517054"", ""-0.1451423200"", ""0.4594601410"", ""-0.6228750117"", ""0.0885638103"", ""0.4142904004"", ""-0.1914605060"", ""-0.0172117132"", ""-0.5358659804"", ""0.2231667462"", ""0.1925288367"", ""0.1514894704"", ""-0.1051555670"", ""-0.3584737599"", ""0.0238756023"", ""0.1077783274"", ""0.0354210436"", ""-0.0008722081"", ""0.0415137453"", ""0.0067333755"", ""-0.0489050271"", ""0.0697211712"", ""0.1841960639"", ""-0.0532974179"", ""0.0455363256"", ""0.1563867524"", ""-0.0130756407"", ""0.0647000468"", ""-0.1652967656"", ""0.0411869190"", ""-0.0020956601"", ""-0.0030649732"", ""-0.0141766637"", ""0.0740531878"", ""-0.0707738987"", ""-0.0202082548"", ""0.0323683828"", ""0.0022483614"", ""0.0973607229"", ""-0.0196451803"", ""-0.3152545639""]",,,
2026-06-05T09:31:18.110922,ground_truth,80582705,,,,,,,,0,,,,
2026-06-05T09:31:20.027496,dispenser_red,80582711,red,1780644679,,158.16621450398034,3,83.30183581055765,,,,,,
2026-06-05T09:31:20.053529,temperature,,red,1780644679,35.98860292032486,,,,,,,,,
2026-06-05T09:31:20.057993,dispenser_blue,80582709,blue,1780644679,,837.7626256128864,3,-18.5330698875617,,,,,,
2026-06-05T09:31:20.063321,temperature,,blue,1780644679,34.0765160430725,,,,,,,,,
2026-06-05T09:31:20.068569,dispenser_green,80582707,green,1780644679,,297.8871956770925,3,157.83126045694624,,,,,,
2026-06-05T09:31:20.073685,temperature,,green,1780644679,35.048407047006975,,,,,,,,,
2026-06-05T09:31:22.077406,final_weight,80582707,,1780644681,,,,,27.58571386534721,,,,,
